"scenario","country","year","cases","deaths","dalys","YLL"
"routine-bluesky","TCD",2019,978.84,381.77,16595.67,0
"routine-bluesky","TCD",2020,1001.88,390.72,16933.59,0
"routine-bluesky","TCD",2021,1020.36,397.94,17236.39,0
"routine-bluesky","TCD",2022,1034.4,403.38,17455.91,0
"routine-bluesky","TCD",2023,1029.48,401.52,17331.03,0
"routine-bluesky","TCD",2024,995.52,388.25,16682.22,0
"routine-bluesky","TCD",2025,967.08,377.17,16641.46,0
"routine-bluesky","TCD",2026,942.72,367.64,16136.55,0
"routine-bluesky","TCD",2027,921.84,359.53,15703.3,0
"routine-bluesky","TCD",2028,904.68,352.84,15327.42,0
"routine-bluesky","TCD",2029,889.92,347.02,15000.51,0
"routine-bluesky","TCD",2030,877.56,342.27,14858.5,0
"routine-bluesky","TCD",2031,867.6,338.39,14614.38,0
"routine-bluesky","TCD",2032,858.36,334.77,14390.48,0
"routine-bluesky","TCD",2033,850.92,331.84,14200.04,0
"routine-bluesky","TCD",2034,844.56,329.39,14028.73,0
"routine-bluesky","TCD",2035,840.12,327.65,14021.97,0
"routine-bluesky","TCD",2036,835.32,325.79,13883.52,0
"routine-bluesky","TCD",2037,832.32,324.62,13774.45,0
"routine-bluesky","TCD",2038,829.92,323.62,13679.39,0
"routine-bluesky","TCD",2039,827.76,322.87,13592.74,0
"routine-bluesky","TCD",2040,827.16,322.62,13658.56,0
"routine-bluesky","TCD",2041,826.44,322.33,13593.85,0
"routine-bluesky","TCD",2042,826.2,322.24,13541.12,0
"routine-bluesky","TCD",2043,826.56,322.34,13500.36,0
"routine-bluesky","TCD",2044,827.4,322.67,13465.68,0
"routine-bluesky","TCD",2045,828,322.9,13559.09,0
"routine-bluesky","TCD",2046,829.08,323.33,13533.14,0
"routine-bluesky","TCD",2047,831.48,324.29,13525.7,0
"routine-bluesky","TCD",2048,833.04,324.88,13502.82,0
"routine-bluesky","TCD",2049,834.96,325.64,13493.67,0
"routine-bluesky","TCD",2050,837.96,326.85,13630.07,0
"routine-bluesky","TCD",2051,841.08,328.02,13632.47,0
"routine-bluesky","TCD",2052,843.24,328.89,13627.03,0
"routine-bluesky","TCD",2053,845.64,329.82,13629.78,0
"routine-bluesky","TCD",2054,849.6,331.33,13649.58,0
"routine-bluesky","TCD",2055,852.24,332.37,13784.67,0
"routine-bluesky","TCD",2056,855.24,333.52,13789.92,0
"routine-bluesky","TCD",2057,859.56,335.22,13818.39,0
"routine-bluesky","TCD",2058,861.72,336.05,13817.28,0
"routine-bluesky","TCD",2059,864.96,337.35,13827.51,0
"routine-bluesky","TCD",2060,868.92,338.85,13978.06,0
"routine-bluesky","TCD",2061,872.16,340.13,13993.12,0
"routine-bluesky","TCD",2062,875.64,341.49,14008.27,0
"routine-bluesky","TCD",2063,879.24,342.91,14029.55,0
"routine-bluesky","TCD",2064,882.96,344.38,14045.17,0
"routine-bluesky","TCD",2065,885.96,345.51,14182.72,0
"routine-bluesky","TCD",2066,890.16,347.16,14207.1,0
"routine-bluesky","TCD",2067,892.68,348.12,14214.01,0
"routine-bluesky","TCD",2068,896.04,349.48,14229.47,0
"routine-bluesky","TCD",2069,899.76,350.88,14252.09,0
"routine-bluesky","TCD",2070,902.76,352.1,14392.12,0
"routine-bluesky","TCD",2071,905.28,353.05,14395.47,0
"routine-bluesky","TCD",2072,908.88,354.44,14412.41,0
"routine-bluesky","TCD",2073,911.64,355.55,14419.78,0
"routine-bluesky","TCD",2074,914.64,356.71,14432.61,0
"routine-bluesky","TCD",2075,916.8,357.57,14557.56,0
"routine-bluesky","TCD",2076,919.92,358.75,14568.19,0
"routine-bluesky","TCD",2077,922.56,359.81,14580.17,0
"routine-bluesky","TCD",2078,924.6,360.56,14576.8,0
"routine-bluesky","TCD",2079,927.96,361.85,14592.05,0
"routine-bluesky","TCD",2080,929.52,362.51,14707.16,0
"routine-bluesky","TCD",2081,931.8,363.38,14711.33,0
"routine-bluesky","TCD",2082,933.48,364.05,14707.16,0
"routine-bluesky","TCD",2083,935.4,364.79,14704.11,0
"routine-bluesky","TCD",2084,937.2,365.49,14698.89,0
"routine-bluesky","TCD",2085,939.12,366.28,14820.51,0
"routine-bluesky","TCD",2086,941.4,367.14,14820.64,0
"routine-bluesky","TCD",2087,942.84,367.71,14807.03,0
"routine-bluesky","TCD",2088,943.68,367.99,14801.13,0
"routine-bluesky","TCD",2089,945.36,368.69,14786.78,0
"routine-bluesky","TCD",2090,945.96,368.96,14888.03,0
"routine-bluesky","TCD",2091,947.28,369.49,14876.58,0
"routine-bluesky","TCD",2092,948.48,369.96,14862.52,0
"routine-bluesky","TCD",2093,949.56,370.3,14846.6,0
"routine-bluesky","TCD",2094,950.28,370.6,14832,0
"routine-bluesky","TCD",2095,950.52,370.76,14911.5,0
"routine-bluesky","TCD",2096,951.96,371.35,14908.14,0
"routine-bluesky","TCD",2097,952.2,371.41,14882.19,0
"routine-bluesky","TCD",2098,952.92,371.64,14864.95,0
"routine-bluesky","TCD",2099,954.12,372.17,14852.33,0
"routine-bluesky","TCD",2100,952.92,371.69,14829.11,0
"routine-bluesky","TGO",2000,1465.92,571.74,25923.67,0
"routine-bluesky","TGO",2001,1506.12,587.41,26604.98,0
"routine-bluesky","TGO",2002,1545.12,602.57,27276.84,0
"routine-bluesky","TGO",2003,1586.04,618.55,27972.6,0
"routine-bluesky","TGO",2004,1625.88,634.15,28653.15,0
"routine-bluesky","TGO",2005,1606.92,626.73,28419.1,0
"routine-bluesky","TGO",2006,1418.28,553.1,24969.17,0
"routine-bluesky","TGO",2007,1203.72,469.44,21077.92,0
"routine-bluesky","TGO",2008,1061.64,414.08,18495.88,0
"routine-bluesky","TGO",2009,967.2,377.22,16770.07,0
"routine-bluesky","TGO",2010,894.24,348.77,15583.12,0
"routine-bluesky","TGO",2011,831.72,324.39,14429.83,0
"routine-bluesky","TGO",2012,777.72,303.32,13415.3,0
"routine-bluesky","TGO",2013,734.4,286.41,12604.66,0
"routine-bluesky","TGO",2014,697.68,272.1,11912.76,0
"routine-bluesky","TGO",2015,666.48,259.93,11593.33,0
"routine-bluesky","TGO",2016,643.56,250.99,11136.43,0
"routine-bluesky","TGO",2017,624.84,243.67,10762.82,0
"routine-bluesky","TGO",2018,606.96,236.7,10405.5,0
"routine-bluesky","TGO",2019,593.52,231.45,10130.06,0
"routine-bluesky","TGO",2020,582.12,227.02,10060.3,0
"routine-bluesky","TGO",2021,573.6,223.68,9872.46,0
"routine-bluesky","TGO",2022,567.24,221.2,9720.02,0
"routine-bluesky","TGO",2023,555.24,216.54,9469.51,0
"routine-bluesky","TGO",2024,537.48,209.61,9113.55,0
"routine-bluesky","TGO",2025,522.12,203.61,8924.58,0
"routine-bluesky","TGO",2026,507.84,198.03,8625.71,0
"routine-bluesky","TGO",2027,495.96,193.38,8380.62,0
"routine-bluesky","TGO",2028,484.68,189.02,8136.09,0
"routine-bluesky","TGO",2029,475.2,185.34,7932.86,0
"routine-bluesky","TGO",2030,467.16,182.22,7848.47,0
"routine-bluesky","TGO",2031,459.36,179.15,7678.87,0
"routine-bluesky","TGO",2032,452.16,176.39,7519.69,0
"routine-bluesky","TGO",2033,445.68,173.87,7381.97,0
"routine-bluesky","TGO",2034,440.28,171.72,7252.74,0
"routine-bluesky","TGO",2035,434.88,169.61,7218.51,0
"routine-bluesky","TGO",2036,431.04,168.06,7119.65,0
"routine-bluesky","TGO",2037,426.6,166.33,7013.77,0
"routine-bluesky","TGO",2038,422.88,164.88,6925.6,0
"routine-bluesky","TGO",2039,419.88,163.7,6853.78,0
"routine-bluesky","TGO",2040,416.4,162.38,6843.6,0
"routine-bluesky","TGO",2041,413.76,161.31,6773.47,0
"routine-bluesky","TGO",2042,411.24,160.38,6704.53,0
"routine-bluesky","TGO",2043,409.08,159.53,6649.35,0
"routine-bluesky","TGO",2044,407.16,158.73,6599.59,0
"routine-bluesky","TGO",2045,405,157.95,6613.13,0
"routine-bluesky","TGO",2046,402.96,157.18,6560.45,0
"routine-bluesky","TGO",2047,401.64,156.6,6521.83,0
"routine-bluesky","TGO",2048,399.96,155.9,6476.79,0
"routine-bluesky","TGO",2049,398.76,155.54,6443.83,0
"routine-bluesky","TGO",2050,397.56,155.1,6469.94,0
"routine-bluesky","TGO",2051,396.84,154.78,6446.28,0
"routine-bluesky","TGO",2052,395.76,154.27,6410.56,0
"routine-bluesky","TGO",2053,394.92,153.99,6384.4,0
"routine-bluesky","TGO",2054,394.08,153.77,6359.29,0
"routine-bluesky","TGO",2055,393.24,153.4,6398.64,0
"routine-bluesky","TGO",2056,392.4,153.03,6374.35,0
"routine-bluesky","TGO",2057,391.44,152.62,6346.64,0
"routine-bluesky","TGO",2058,391.92,152.86,6345.95,0
"routine-bluesky","TGO",2059,390.84,152.5,6319.62,0
"routine-bluesky","TGO",2060,391.2,152.61,6381.22,0
"routine-bluesky","TGO",2061,390.12,152.16,6362.48,0
"routine-bluesky","TGO",2062,390.36,152.24,6356.94,0
"routine-bluesky","TGO",2063,389.76,151.99,6343.87,0
"routine-bluesky","TGO",2064,389.88,152.06,6338.07,0
"routine-bluesky","TGO",2065,390,152.13,6400.52,0
"routine-bluesky","TGO",2066,389.76,152.07,6391.16,0
"routine-bluesky","TGO",2067,389.88,152.1,6391.51,0
"routine-bluesky","TGO",2068,389.88,152.07,6386.99,0
"routine-bluesky","TGO",2069,389.4,151.87,6377.46,0
"routine-bluesky","TGO",2070,389.76,151.98,6440.57,0
"routine-bluesky","TGO",2071,390,152.08,6443.4,0
"routine-bluesky","TGO",2072,390.12,152.13,6442.23,0
"routine-bluesky","TGO",2073,390.24,152.17,6440.29,0
"routine-bluesky","TGO",2074,390.6,152.3,6443.87,0
"routine-bluesky","TGO",2075,390.72,152.36,6508.17,0
"routine-bluesky","TGO",2076,390.84,152.41,6510.3,0
"routine-bluesky","TGO",2077,391.68,152.74,6515.26,0
"routine-bluesky","TGO",2078,391.92,152.83,6512.34,0
"routine-bluesky","TGO",2079,392.16,152.93,6518.29,0
"routine-bluesky","TGO",2080,393.48,153.48,6603.2,0
"routine-bluesky","TGO",2081,393.24,153.38,6593.82,0
"routine-bluesky","TGO",2082,394.44,153.83,6608.81,0
"routine-bluesky","TGO",2083,394.56,153.88,6606.34,0
"routine-bluesky","TGO",2084,395.76,154.36,6623.5,0
"routine-bluesky","TGO",2085,396.6,154.68,6701.81,0
"routine-bluesky","TGO",2086,396.72,154.73,6698.45,0
"routine-bluesky","TGO",2087,397.92,155.18,6714.1,0
"routine-bluesky","TGO",2088,398.88,155.56,6722.01,0
"routine-bluesky","TGO",2089,399.6,155.83,6730.78,0
"routine-bluesky","TGO",2090,400.68,156.26,6816.91,0
"routine-bluesky","TGO",2091,401.64,156.62,6821.48,0
"routine-bluesky","TGO",2092,403.32,157.27,6842.12,0
"routine-bluesky","TGO",2093,403.92,157.51,6846.07,0
"routine-bluesky","TGO",2094,405.36,158.08,6861.76,0
"routine-bluesky","TGO",2095,406.68,158.58,6954.57,0
"routine-bluesky","TGO",2096,408.12,159.14,6963.78,0
"routine-bluesky","TGO",2097,408.96,159.46,6968.56,0
"routine-bluesky","TGO",2098,410.64,160.11,6985.8,0
"routine-bluesky","TGO",2099,412.08,160.68,6998.88,0
"routine-bluesky","TGO",2100,412.44,160.82,7002.84,0
"routine-bluesky","TZA",2000,1646.16,642.05,27780.61,0
"routine-bluesky","TZA",2001,1691.52,659.69,28530.01,0
"routine-bluesky","TZA",2002,1736.28,677.15,29276.34,0
"routine-bluesky","TZA",2003,1782.96,695.36,30062.66,0
"routine-bluesky","TZA",2004,1832.28,714.57,30888.22,0
"routine-bluesky","TZA",2005,1884,734.8,32999.39,0
"routine-bluesky","TZA",2006,1938.48,756,33943,0
"routine-bluesky","TZA",2007,1992.36,777.05,34891.46,0
"routine-bluesky","TZA",2008,2046.24,798.08,35812.26,0
"routine-bluesky","TZA",2009,2099.04,818.61,36714.03,0
"routine-bluesky","TZA",2010,2155.44,840.61,39597.88,0
"routine-bluesky","TZA",2011,2218.44,865.17,40731.3,0
"routine-bluesky","TZA",2012,2284.08,890.8,41905.99,0
"routine-bluesky","TZA",2013,2355.48,918.63,43190.47,0
"routine-bluesky","TZA",2014,2432.4,948.6,44578.21,0
"routine-bluesky","TZA",2015,2515.68,981.14,49380.52,0
"routine-bluesky","TZA",2016,2604.36,1015.68,51097.1,0
"routine-bluesky","TZA",2017,2691.24,1049.6,52767.54,0
"routine-bluesky","TZA",2018,2777.28,1083.17,54387.25,0
"routine-bluesky","TZA",2019,2862,1116.18,55983.46,0
"routine-bluesky","TZA",2020,2949.24,1150.24,58574.14,0
"routine-bluesky","TZA",2021,3038.64,1185.06,60279.1,0
"routine-bluesky","TZA",2022,3129.36,1220.46,62010.01,0
"routine-bluesky","TZA",2023,3128.04,1219.96,61724.87,0
"routine-bluesky","TZA",2024,2977.68,1161.31,58313.19,0
"routine-bluesky","TZA",2025,2845.68,1109.78,56965.12,0
"routine-bluesky","TZA",2026,2734.68,1066.59,54305.54,0
"routine-bluesky","TZA",2027,2640.24,1029.72,52007.9,0
"routine-bluesky","TZA",2028,2558.52,997.8,50005.52,0
"routine-bluesky","TZA",2029,2487.48,970.11,48238.08,0
"routine-bluesky","TZA",2030,2426.64,946.43,47210.46,0
"routine-bluesky","TZA",2031,2373,925.46,45809.13,0
"routine-bluesky","TZA",2032,2324.76,906.68,44545.27,0
"routine-bluesky","TZA",2033,2283.96,890.75,43438.9,0
"routine-bluesky","TZA",2034,2247.24,876.42,42424.73,0
"routine-bluesky","TZA",2035,2214,863.45,41964.02,0
"routine-bluesky","TZA",2036,2184.84,852.1,41120.98,0
"routine-bluesky","TZA",2037,2160.48,842.64,40372.51,0
"routine-bluesky","TZA",2038,2137.8,833.75,39684.93,0
"routine-bluesky","TZA",2039,2117.88,825.96,39049.4,0
"routine-bluesky","TZA",2040,2099.52,818.77,38879.97,0
"routine-bluesky","TZA",2041,2084.04,812.74,38350.71,0
"routine-bluesky","TZA",2042,2071.08,807.67,37872.75,0
"routine-bluesky","TZA",2043,2059.44,803.18,37424.22,0
"routine-bluesky","TZA",2044,2048.52,798.93,37004.21,0
"routine-bluesky","TZA",2045,2039.76,795.5,37026.83,0
"routine-bluesky","TZA",2046,2031.36,792.21,36665.56,0
"routine-bluesky","TZA",2047,2024.76,789.66,36331.05,0
"routine-bluesky","TZA",2048,2019.48,787.56,36034.32,0
"routine-bluesky","TZA",2049,2014.32,785.59,35751.43,0
"routine-bluesky","TZA",2050,2010.36,784.02,35927.95,0
"routine-bluesky","TZA",2051,2006.76,782.64,35685.77,0
"routine-bluesky","TZA",2052,2004.84,781.9,35464.54,0
"routine-bluesky","TZA",2053,2003.16,781.22,35260.29,0
"routine-bluesky","TZA",2054,2001.72,780.64,35060.61,0
"routine-bluesky","TZA",2055,2001.6,780.61,35365.47,0
"routine-bluesky","TZA",2056,2000.76,780.3,35181.87,0
"routine-bluesky","TZA",2057,2000.52,780.23,35018.24,0
"routine-bluesky","TZA",2058,2000.4,780.14,34867.35,0
"routine-bluesky","TZA",2059,2001.84,780.69,34739.46,0
"routine-bluesky","TZA",2060,2002.56,780.95,35079.43,0
"routine-bluesky","TZA",2061,2003.16,781.25,34951.5,0
"routine-bluesky","TZA",2062,2003.88,781.51,34828.67,0
"routine-bluesky","TZA",2063,2005.56,782.16,34712.82,0
"routine-bluesky","TZA",2064,2006.16,782.44,34583.05,0
"routine-bluesky","TZA",2065,2007.48,782.94,34949.35,0
"routine-bluesky","TZA",2066,2009.16,783.56,34854.65,0
"routine-bluesky","TZA",2067,2010.84,784.23,34763.3,0
"routine-bluesky","TZA",2068,2013,785.08,34677.64,0
"routine-bluesky","TZA",2069,2013.6,785.3,34573.8,0
"routine-bluesky","TZA",2070,2014.92,785.83,34963.2,0
"routine-bluesky","TZA",2071,2016.12,786.26,34879.36,0
"routine-bluesky","TZA",2072,2017.32,786.8,34786.51,0
"routine-bluesky","TZA",2073,2019,787.42,34713.51,0
"routine-bluesky","TZA",2074,2019.72,787.77,34619.26,0
"routine-bluesky","TZA",2075,2020.44,787.97,34994.46,0
"routine-bluesky","TZA",2076,2021.4,788.34,34915.23,0
"routine-bluesky","TZA",2077,2022.24,788.69,34830.57,0
"routine-bluesky","TZA",2078,2022.6,788.84,34755.91,0
"routine-bluesky","TZA",2079,2022.48,788.75,34671.87,0
"routine-bluesky","TZA",2080,2023.44,789.08,35073.1,0
"routine-bluesky","TZA",2081,2023.92,789.34,35000.02,0
"routine-bluesky","TZA",2082,2023.32,789.08,34918.71,0
"routine-bluesky","TZA",2083,2022.72,788.81,34842.7,0
"routine-bluesky","TZA",2084,2023.44,789.12,34789.82,0
"routine-bluesky","TZA",2085,2022.96,788.92,35204.16,0
"routine-bluesky","TZA",2086,2022.48,788.76,35136.12,0
"routine-bluesky","TZA",2087,2022.24,788.68,35072.83,0
"routine-bluesky","TZA",2088,2020.8,788.08,35004.26,0
"routine-bluesky","TZA",2089,2019.48,787.57,34935.58,0
"routine-bluesky","TZA",2090,2019.24,787.45,35367.58,0
"routine-bluesky","TZA",2091,2017.44,786.84,35299.64,0
"routine-bluesky","TZA",2092,2016.36,786.35,35239.1,0
"routine-bluesky","TZA",2093,2016.12,786.29,35182.38,0
"routine-bluesky","TZA",2094,2014.08,785.53,35117.12,0
"routine-bluesky","TZA",2095,2012.4,784.82,35551.72,0
"routine-bluesky","TZA",2096,2010.72,784.17,35485.09,0
"routine-bluesky","TZA",2097,2009.28,783.65,35421.26,0
"routine-bluesky","TZA",2098,2008.44,783.27,35364.25,0
"routine-bluesky","TZA",2099,2006.88,782.69,35306.76,0
"routine-bluesky","TZA",2100,1997.52,779.01,35185.27,0
"routine-bluesky","UGA",2000,1601.88,624.79,26028.57,0
"routine-bluesky","UGA",2001,1652.88,644.58,26874.33,0
"routine-bluesky","UGA",2002,1704.36,664.7,27726.9,0
"routine-bluesky","UGA",2003,1757.88,685.61,28610.81,0
"routine-bluesky","UGA",2004,1810.92,706.28,29490.63,0
"routine-bluesky","UGA",2005,1864.2,727.03,32135.01,0
"routine-bluesky","UGA",2006,1919.76,748.72,33101.81,0
"routine-bluesky","UGA",2007,1977,771.03,34086.93,0
"routine-bluesky","UGA",2008,2035.68,793.93,35091.98,0
"routine-bluesky","UGA",2009,2095.56,817.25,36110.65,0
"routine-bluesky","UGA",2010,2157.84,841.59,39006.27,0
"routine-bluesky","UGA",2011,2172,847.1,39238.22,0
"routine-bluesky","UGA",2012,2146.68,837.23,38751.61,0
"routine-bluesky","UGA",2013,2210.16,861.94,39851.75,0
"routine-bluesky","UGA",2014,2282.52,890.24,41090.68,0
"routine-bluesky","UGA",2015,2361.48,920.96,44750.22,0
"routine-bluesky","UGA",2016,2446.92,954.29,46247.34,0
"routine-bluesky","UGA",2017,2536.68,989.35,47817.77,0
"routine-bluesky","UGA",2018,2629.56,1025.54,49426.96,0
"routine-bluesky","UGA",2019,2724.24,1062.43,51059.5,0
"routine-bluesky","UGA",2020,2819.16,1099.43,53662.48,0
"routine-bluesky","UGA",2021,2913.84,1136.38,55322.47,0
"routine-bluesky","UGA",2022,3000.12,1170.03,56811.22,0
"routine-bluesky","UGA",2023,2975.88,1160.63,56050.75,0
"routine-bluesky","UGA",2024,2789.04,1087.7,52061.19,0
"routine-bluesky","UGA",2025,2627.52,1024.75,49644.87,0
"routine-bluesky","UGA",2026,2495.04,973.09,46695.64,0
"routine-bluesky","UGA",2027,2384.88,930.07,44207.86,0
"routine-bluesky","UGA",2028,2290.92,893.45,42070.26,0
"routine-bluesky","UGA",2029,2211.12,862.31,40221.82,0
"routine-bluesky","UGA",2030,2142.36,835.49,39077.04,0
"routine-bluesky","UGA",2031,2082.12,812.02,37621.33,0
"routine-bluesky","UGA",2032,2030.16,791.76,36335.94,0
"routine-bluesky","UGA",2033,1984.2,773.87,35181.58,0
"routine-bluesky","UGA",2034,1942.68,757.64,34125.27,0
"routine-bluesky","UGA",2035,1905.48,743.18,33561.96,0
"routine-bluesky","UGA",2036,1873.08,730.55,32691.82,0
"routine-bluesky","UGA",2037,1843.8,719.06,31889.31,0
"routine-bluesky","UGA",2038,1817.16,708.68,31157.52,0
"routine-bluesky","UGA",2039,1793.16,699.34,30475.74,0
"routine-bluesky","UGA",2040,1770.84,690.62,30175.81,0
"routine-bluesky","UGA",2041,1750.56,682.73,29574.67,0
"routine-bluesky","UGA",2042,1732.2,675.56,29022.54,0
"routine-bluesky","UGA",2043,1714.92,668.8,28496.54,0
"routine-bluesky","UGA",2044,1699.92,663,28015.94,0
"routine-bluesky","UGA",2045,1685.52,657.35,27863.04,0
"routine-bluesky","UGA",2046,1671.96,652.1,27420.29,0
"routine-bluesky","UGA",2047,1659.36,647.15,27001.48,0
"routine-bluesky","UGA",2048,1647.96,642.67,26623.3,0
"routine-bluesky","UGA",2049,1636.8,638.38,26237.89,0
"routine-bluesky","UGA",2050,1626.24,634.22,26151.89,0
"routine-bluesky","UGA",2051,1616.64,630.49,25806.56,0
"routine-bluesky","UGA",2052,1607.04,626.74,25474.62,0
"routine-bluesky","UGA",2053,1598.88,623.56,25164.3,0
"routine-bluesky","UGA",2054,1589.88,620.09,24855.82,0
"routine-bluesky","UGA",2055,1581.12,616.64,24814.4,0
"routine-bluesky","UGA",2056,1572.84,613.47,24519.96,0
"routine-bluesky","UGA",2057,1565.04,610.36,24239.34,0
"routine-bluesky","UGA",2058,1556.76,607.15,23964.45,0
"routine-bluesky","UGA",2059,1548.84,604.06,23694.6,0
"routine-bluesky","UGA",2060,1541.04,601.04,23682,0
"routine-bluesky","UGA",2061,1533.48,598.09,23425.36,0
"routine-bluesky","UGA",2062,1524.96,594.72,23162.1,0
"routine-bluesky","UGA",2063,1517.28,591.72,22924.3,0
"routine-bluesky","UGA",2064,1509.36,588.57,22680.47,0
"routine-bluesky","UGA",2065,1501.08,585.42,22690.9,0
"routine-bluesky","UGA",2066,1492.56,582.05,22460.83,0
"routine-bluesky","UGA",2067,1484.28,578.88,22228.98,0
"routine-bluesky","UGA",2068,1475.28,575.36,21991.06,0
"routine-bluesky","UGA",2069,1467.12,572.17,21779.96,0
"routine-bluesky","UGA",2070,1457.4,568.38,21788.42,0
"routine-bluesky","UGA",2071,1448.16,564.79,21568.04,0
"routine-bluesky","UGA",2072,1439.04,561.22,21356.43,0
"routine-bluesky","UGA",2073,1429.2,557.41,21141.65,0
"routine-bluesky","UGA",2074,1419.36,553.59,20930.13,0
"routine-bluesky","UGA",2075,1410.36,550.12,20970.83,0
"routine-bluesky","UGA",2076,1399.92,545.97,20760.95,0
"routine-bluesky","UGA",2077,1390.2,542.21,20564.55,0
"routine-bluesky","UGA",2078,1379.64,538.1,20373.18,0
"routine-bluesky","UGA",2079,1369.32,534.03,20179.32,0
"routine-bluesky","UGA",2080,1359.24,530.09,20244.47,0
"routine-bluesky","UGA",2081,1349.04,526.21,20061.26,0
"routine-bluesky","UGA",2082,1338.24,521.9,19879.69,0
"routine-bluesky","UGA",2083,1328.28,518.02,19707.54,0
"routine-bluesky","UGA",2084,1318.2,514.1,19538.29,0
"routine-bluesky","UGA",2085,1307.28,509.81,19607.65,0
"routine-bluesky","UGA",2086,1297.68,506.01,19451.87,0
"routine-bluesky","UGA",2087,1286.88,501.77,19286.37,0
"routine-bluesky","UGA",2088,1277.28,498.11,19133.84,0
"routine-bluesky","UGA",2089,1266.96,494.07,18974.7,0
"routine-bluesky","UGA",2090,1257.24,490.21,19081.1,0
"routine-bluesky","UGA",2091,1248.12,486.74,18946.67,0
"routine-bluesky","UGA",2092,1237.92,482.74,18791.72,0
"routine-bluesky","UGA",2093,1228.32,479.05,18650.78,0
"routine-bluesky","UGA",2094,1219.8,475.71,18521.73,0
"routine-bluesky","UGA",2095,1210.32,472.09,18633.82,0
"routine-bluesky","UGA",2096,1202.16,468.85,18509.07,0
"routine-bluesky","UGA",2097,1194.36,465.76,18397.42,0
"routine-bluesky","UGA",2098,1185.72,462.41,18259.38,0
"routine-bluesky","UGA",2099,1177.68,459.34,18148.47,0
"routine-bluesky","UGA",2100,1168.92,455.91,18042.1,0
"routine-bluesky","VEN",2000,5644.2,2201.26,114107.24,0
"routine-bluesky","VEN",2001,5606.04,2186.33,112783.04,0
"routine-bluesky","VEN",2002,5519.88,2152.72,110454.03,0
"routine-bluesky","VEN",2003,5350.44,2086.63,106333.05,0
"routine-bluesky","VEN",2004,4996.68,1948.73,98399.94,0
"routine-bluesky","VEN",2005,4644.96,1811.46,90741.43,0
"routine-bluesky","VEN",2006,4373.4,1705.66,84663.47,0
"routine-bluesky","VEN",2007,4198.44,1637.44,80630.56,0
"routine-bluesky","VEN",2008,4051.32,1580.01,77199.01,0
"routine-bluesky","VEN",2009,3898.2,1520.34,73659.07,0
"routine-bluesky","VEN",2010,3785.64,1476.4,70981.91,0
"routine-bluesky","VEN",2011,3711.96,1447.66,69115.12,0
"routine-bluesky","VEN",2012,3596.04,1402.48,66390.88,0
"routine-bluesky","VEN",2013,3468.36,1352.65,63468.25,0
"routine-bluesky","VEN",2014,3357.6,1309.47,60902.67,0
"routine-bluesky","VEN",2015,3250.8,1267.79,58587.34,0
"routine-bluesky","VEN",2016,3122.04,1217.64,55748.77,0
"routine-bluesky","VEN",2017,2946.36,1149.07,52082.58,0
"routine-bluesky","VEN",2018,2762.76,1077.48,48382.85,0
"routine-bluesky","VEN",2019,2619.96,1021.75,45477.62,0
"routine-bluesky","VEN",2020,2489.28,970.79,41669.27,0
"routine-bluesky","VEN",2021,2401.08,936.43,39837.64,0
"routine-bluesky","VEN",2022,2366.52,922.94,38996.63,0
"routine-bluesky","VEN",2023,2355.48,918.64,38565.16,0
"routine-bluesky","VEN",2024,2335.68,910.97,37978.76,0
"routine-bluesky","VEN",2025,2311.68,901.53,38244.66,0
"routine-bluesky","VEN",2026,2283.96,890.69,37524.49,0
"routine-bluesky","VEN",2027,2254.08,879.13,36776.27,0
"routine-bluesky","VEN",2028,2221.08,866.19,35996.06,0
"routine-bluesky","VEN",2029,2187.24,853.03,35207.89,0
"routine-bluesky","VEN",2030,2153.4,839.81,34887.56,0
"routine-bluesky","VEN",2031,2118.12,826.06,34086.04,0
"routine-bluesky","VEN",2032,2082.96,812.34,33292.08,0
"routine-bluesky","VEN",2033,2048.76,799.01,32535.67,0
"routine-bluesky","VEN",2034,2016.12,786.3,31801.34,0
"routine-bluesky","VEN",2035,1983.84,773.73,31558.62,0
"routine-bluesky","VEN",2036,1951.56,761.17,30856.31,0
"routine-bluesky","VEN",2037,1921.56,749.37,30192.81,0
"routine-bluesky","VEN",2038,1892.4,738.03,29545.5,0
"routine-bluesky","VEN",2039,1863.84,726.86,28922.06,0
"routine-bluesky","VEN",2040,1835.4,715.77,28726.78,0
"routine-bluesky","VEN",2041,1807.32,704.87,28128.91,0
"routine-bluesky","VEN",2042,1780.08,694.22,27539.08,0
"routine-bluesky","VEN",2043,1754.76,684.41,26988.16,0
"routine-bluesky","VEN",2044,1728.96,674.28,26442.19,0
"routine-bluesky","VEN",2045,1704.48,664.77,26330.81,0
"routine-bluesky","VEN",2046,1678.68,654.71,25791.76,0
"routine-bluesky","VEN",2047,1655.04,645.5,25296.46,0
"routine-bluesky","VEN",2048,1631.04,636.11,24807.78,0
"routine-bluesky","VEN",2049,1607.16,626.77,24326.65,0
"routine-bluesky","VEN",2050,1584.84,618.09,24244.38,0
"routine-bluesky","VEN",2051,1562.16,609.22,23784.07,0
"routine-bluesky","VEN",2052,1539.84,600.55,23340.31,0
"routine-bluesky","VEN",2053,1517.16,591.71,22904.56,0
"routine-bluesky","VEN",2054,1496.52,583.66,22493.49,0
"routine-bluesky","VEN",2055,1475.04,575.3,22425.97,0
